min_start,min_start_real,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,ln_mo2_minus_rmr,B,beta,Bebt,ln_mo2_minus_Bebt,A,alpha
32,32,7/16/2021 10:44,0.0446,6.07583139,0.27098208,7.144901917,19.43875546,2204,22,36.75596378,15.13622704,4.517984201,12.29385355,81.22138704,2.720646929,4.302528428,1.044639439,3.120074875,-0.008048,2.411673729,,7.57186951,-0.15927
42,42,7/16/2021 10:54,0.0446,5.912075874,0.263678584,6.952332863,19.43875546,2204,22,35.7653188,15.13622704,4.517984201,12.4864226,82.4936265,2.796004714,4.302528428,0.974485839,3.120074875,-0.008048,2.225187096,,7.57186951,-0.15927
52,52,7/16/2021 11:04,0.0446,6.286113543,0.280360664,7.392184183,19.43875546,2204,22,38.02807334,15.13622704,4.517984201,12.04657128,79.58767564,2.629636245,4.302528428,1.128059679,3.120074875,-0.008048,2.053120847,,7.57186951,-0.15927
0,0,7/16/2021 10:19,0.045,9.045185333,0.40703334,10.53873104,10.53873104,2205,22,100,7.326003824,3.280306828,0,0,1,3.212727221,1.991430186,3.120074875,-0.008048,3.120074875,1.436495183,7.57186951,-0.15927
8,8,7/16/2021 10:26,0.045,6.140423333,0.27631905,7.238933962,10.53873104,2205,22,68.68885762,7.326003824,3.280306828,3.299797083,45.04225171,1.455840196,3.212727221,1.392824677,3.120074875,-0.008048,2.925522216,0.095932282,7.57186951,-0.15927
16,16,7/16/2021 10:34,0.045,4.711354667,0.21201096,5.554207496,10.53873104,2205,22,52.70281092,7.326003824,3.280306828,4.984523549,68.03877896,1.897432,3.212727221,0.850783326,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:44,0.045,4.74621,0.21357945,5.595298385,10.53873104,2205,22,53.0927145,7.326003824,3.280306828,4.94343266,67.47788806,1.883497593,3.212727221,0.868180226,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
34,34,7/16/2021 10:54,0.045,4.638022667,0.20871102,5.467756534,10.53873104,2205,22,51.8824943,7.326003824,3.280306828,5.070974511,69.21883516,1.927432389,3.212727221,0.813162972,3.120074875,-0.008048,2.373166169,,7.57186951,-0.15927
44,44,7/16/2021 11:04,0.045,4.635306667,0.2085888,5.464554646,10.53873104,2205,22,51.85211221,7.326003824,3.280306828,5.074176398,69.26254095,1.928561744,3.212727221,0.811742075,3.120074875,-0.008048,2.189657196,,7.57186951,-0.15927
54,54,7/16/2021 11:14,0.045,4.534814667,0.20406666,5.346084809,10.53873104,2205,22,50.72797462,7.326003824,3.280306828,5.192646235,70.87965499,1.971298888,3.212727221,0.757697071,3.120074875,-0.008048,2.020338355,,7.57186951,-0.15927
0,0,7/16/2021 10:19,0.0314,15.73712713,0.494145792,16.69793474,16.69793474,2206,22,100,12.20610224,3.717399234,0,0,1,4.491832512,2.501936009,3.120074875,-0.008048,3.120074875,2.206737778,7.57186951,-0.15927
8,8,7/16/2021 10:26,0.0314,11.94205439,0.374980508,12.72905444,16.69793474,2206,22,76.23131025,12.20610224,3.717399234,3.968880304,32.51554203,1.311796946,4.491832512,2.108663142,3.120074875,-0.008048,2.925522216,1.669911881,7.57186951,-0.15927
16,16,7/16/2021 10:34,0.0314,9.07460828,0.2849427,9.672639149,16.69793474,2206,22,57.92715864,12.20610224,3.717399234,7.025295594,57.55560175,1.726305973,4.491832512,1.644960766,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:44,0.0314,8.091688344,0.254079014,8.624943253,16.69793474,2206,22,51.65275458,12.20610224,3.717399234,8.07299149,66.13897976,1.936005171,4.491832512,1.41903033,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
34,34,7/16/2021 10:54,0.0314,7.753423376,0.243457494,8.264386095,16.69793474,2206,22,49.49346265,12.20610224,3.717399234,8.433548648,69.09288881,2.020468859,4.491832512,1.327752115,3.120074875,-0.008048,2.373166169,,7.57186951,-0.15927
44,44,7/16/2021 11:04,0.0314,8.066968981,0.253302826,8.598594845,16.69793474,2206,22,51.49496017,12.20610224,3.717399234,8.099339898,66.35484234,1.941937612,4.491832512,1.412634965,3.120074875,-0.008048,2.189657196,,7.57186951,-0.15927
54,54,7/16/2021 11:14,0.0314,7.901739554,0.248114622,8.422476541,16.69793474,2206,22,50.44022911,12.20610224,3.717399234,8.275458202,67.7977133,1.982544523,4.491832512,1.368803288,3.120074875,-0.008048,2.020338355,,7.57186951,-0.15927
0,0,7/16/2021 10:26,0.0296,15.39692689,0.455749036,16.08812716,16.08812716,2207,22,100,12.63436809,4.658149813,0,0,1,3.453759069,2.536420727,3.120074875,-0.008048,3.120074875,2.252795217,7.57186951,-0.15927
8,8,7/16/2021 10:34,0.0296,8.681596757,0.256975264,9.10202631,16.08812716,2207,22,56.57604655,12.63436809,4.658149813,6.986100849,55.29442232,1.767532483,3.453759069,1.731348815,3.120074875,-0.008048,2.925522216,1.001640572,7.57186951,-0.15927
16,16,7/16/2021 10:44,0.0296,6.927880541,0.205065264,7.263381694,16.08812716,2207,22,45.14746572,12.63436809,4.658149813,8.824745465,69.84714552,2.214963751,3.453759069,1.337530136,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
26,26,7/16/2021 10:54,0.0296,5.980172297,0.1770131,6.269778142,16.08812716,2207,22,38.97146063,12.63436809,4.658149813,9.818349017,77.71143714,2.565980294,3.453759069,1.035324211,3.120074875,-0.008048,2.530986126,,7.57186951,-0.15927
36,36,7/16/2021 11:04,0.0296,6.50067527,0.192419988,6.815487864,16.08812716,2207,22,42.36346342,12.63436809,4.658149813,9.272639295,73.3921889,2.360524658,3.453759069,1.212455364,3.120074875,-0.008048,2.335273465,,7.57186951,-0.15927
46,46,7/16/2021 11:14,0.0296,5.986485676,0.177199976,6.276397263,16.08812716,2207,22,39.01260353,12.63436809,4.658149813,9.811729895,77.65904734,2.563274198,3.453759069,1.037671977,3.120074875,-0.008048,2.154694607,,7.57186951,-0.15927
0,0,7/16/2021 10:28,0.0309,15.38169534,0.475294386,16.25283055,16.25283055,2208,22,100,10.95721073,3.069108262,0,0,1,5.295619822,2.393997754,3.120074875,-0.008048,3.120074875,2.058873443,7.57186951,-0.15927
8,8,7/16/2021 10:34,0.0309,10.07953288,0.311457566,10.69561047,16.25283055,2208,22,65.80767845,10.95721073,3.069108262,5.557220084,50.71747017,1.519579513,5.295619822,1.686397222,3.120074875,-0.008048,2.925522216,0.906025598,7.57186951,-0.15927
16,16,7/16/2021 10:43,0.0309,7.806790097,0.241229814,8.283953918,16.25283055,2208,22,50.96929972,10.95721073,3.069108262,7.968876635,72.72723717,1.96196535,5.295619822,1.094716074,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
26,26,7/16/2021 10:53,0.0309,7.156563269,0.221137805,7.59398416,16.25283055,2208,22,46.72407144,10.95721073,3.069108262,8.658846394,79.02418423,2.140224447,5.295619822,0.832197713,3.120074875,-0.008048,2.530986126,,7.57186951,-0.15927
36,36,7/16/2021 11:03,0.0309,6.59041165,0.20364372,6.993228425,16.25283055,2208,22,43.02775693,10.95721073,3.069108262,9.259602129,84.50692751,2.324081177,5.295619822,0.529220557,3.120074875,-0.008048,2.335273465,,7.57186951,-0.15927
46,46,7/16/2021 11:13,0.0309,6.233770032,0.192623494,6.614788286,16.25283055,2208,22,40.69930012,10.95721073,3.069108262,9.638042268,87.96072746,2.457044708,5.295619822,0.277001587,3.120074875,-0.008048,2.154694607,,7.57186951,-0.15927
0,0,7/16/2021 10:35,0.0262,15.95290985,0.417966238,16.1485616,16.1485616,2209,22,100,10.80347076,3.021194981,0,0,1,5.345090833,2.37986745,3.120074875,-0.008048,3.120074875,2.039061623,7.57186951,-0.15927
8,8,7/16/2021 10:43,0.0262,7.760266641,0.203318986,7.862810391,16.1485616,2209,22,48.69046907,10.80347076,3.021194981,8.285751209,76.6952713,2.053790031,5.345090833,0.923353555,3.120074875,-0.008048,2.925522216,,7.57186951,-0.15927
18,18,7/16/2021 10:53,0.0262,7.230857634,0.18944847,7.326405801,16.1485616,2209,22,45.36878258,10.80347076,3.021194981,8.822155798,81.66038484,2.20415877,5.345090833,0.68376075,3.120074875,-0.008048,2.699301403,,7.57186951,-0.15927
28,28,7/16/2021 11:03,0.0262,6.370762061,0.166913966,6.454944971,16.1485616,2209,22,39.97225964,10.80347076,3.021194981,9.693616628,89.72687429,2.501734976,5.345090833,0.104228599,3.120074875,-0.008048,2.490573487,,7.57186951,-0.15927
38,38,7/16/2021 11:13,0.0262,5.860759542,0.1535519,5.938203306,16.1485616,2209,22,36.77233585,10.80347076,3.021194981,10.21035829,94.50998221,2.719435622,5.345090833,-0.52237123,3.120074875,-0.008048,2.2979858,,7.57186951,-0.15927
48,48,7/16/2021 11:23,0.0262,5.683772366,0.148914836,5.758877431,16.1485616,2209,22,35.66186001,10.80347076,3.021194981,10.38968417,96.16987355,2.804116218,5.345090833,-0.882404902,3.120074875,-0.008048,2.120290272,,7.57186951,-0.15927
0,0,7/14/2021 11:21,0.0348,18.41515006,0.640847222,20.0688027,20.0688027,2601,27,100,7.228260772,1.5629249,0,0,1,12.84054192,1.977998451,3.120074875,-0.008048,3.120074875,1.412981545,3.310601848,0
8,8,7/14/2021 11:29,0.0348,18.30317356,0.63695044,19.94677088,20.0688027,2601,27,99.39193273,7.228260772,1.5629249,0.12203182,1.688259794,1.006117873,12.84054192,1.960971718,3.120074875,-0.008048,2.925522216,1.43048031,3.310601848,0
16,16,7/14/2021 11:37,0.0348,16.88500006,0.587598002,18.52337216,20.0688027,2601,27,92.29933862,7.228260772,1.5629249,1.545430538,21.3803927,1.083431382,12.84054192,1.73744939,3.120074875,-0.008048,2.743100911,,3.310601848,0
24,24,7/14/2021 11:45,0.0348,11.92168592,0.41487467,13.07846161,20.0688027,2601,27,65.16812092,7.228260772,1.5629249,6.990341088,96.70847952,1.534492611,12.84054192,-1.435822099,3.120074875,-0.008048,2.572054511,,3.310601848,0
32,32,7/14/2021 12:05,0.0348,8.972189885,0.312232208,9.842772386,20.0688027,2601,27,49.04514003,7.228260772,1.5629249,10.22603031,141.4729025,2.038938006,12.84054192,,3.120074875,-0.008048,2.411673729,,3.310601848,0
42,42,7/14/2021 12:15,0.0348,8.083999368,0.281323178,8.868399663,20.0688027,2601,27,44.18997882,7.228260772,1.5629249,11.20040304,154.9529463,2.262956504,12.84054192,,3.120074875,-0.008048,2.225187096,,3.310601848,0
0,0,7/14/2021 11:21,0.0789,4.092979316,0.322936068,5.518425304,5.518425304,2602,27,100,2.769980131,2.007835324,0,0,1,2.748445173,1.018840147,3.120074875,-0.008048,3.120074875,,3.310601848,0
8,8,7/14/2021 11:29,0.0789,3.944285513,0.311204127,5.441601107,5.518425304,2602,27,98.60786016,2.769980131,2.007835324,0.076824197,2.773456614,1.01411794,2.748445173,0.990713716,3.120074875,-0.008048,2.925522216,,3.310601848,0
16,16,7/14/2021 11:37,0.0789,3.463735323,0.273288717,4.778626169,5.518425304,2602,27,86.5940174,2.769980131,2.007835324,0.739799136,26.70774161,1.154814189,2.748445173,0.70812495,3.120074875,-0.008048,2.743100911,,3.310601848,0
24,24,7/14/2021 11:45,0.0789,3.03224654,0.239244252,4.183337153,5.518425304,2602,27,75.8067188,2.769980131,2.007835324,1.335088152,48.19847394,1.319144287,2.748445173,0.361089571,3.120074875,-0.008048,2.572054511,,3.310601848,0
32,32,7/14/2021 12:05,0.0789,2.780146388,0.21935355,3.835535641,5.518425304,2602,27,69.50416883,2.769980131,2.007835324,1.682889664,60.75457528,1.438762619,2.748445173,0.083504832,3.120074875,-0.008048,2.411673729,,3.310601848,0
42,42,7/14/2021 12:15,0.0789,2.76177981,0.217904427,3.810196808,5.518425304,2602,27,69.04500102,2.769980131,2.007835324,1.708228497,61.66934115,1.448330777,2.748445173,0.05992003,3.120074875,-0.008048,2.225187096,,3.310601848,0
0,0,7/14/2021 11:29,0.0386,11.32393254,0.437103796,12.67784887,12.67784887,2603,27,100,7.809202332,2.60397808,0,0,1,4.86864654,2.055302824,3.120074875,-0.008048,3.120074875,1.545246521,3.310601848,0
8,8,7/14/2021 11:37,0.0386,9.406876373,0.363105428,10.62347694,12.67784887,2603,27,83.79557954,7.809202332,2.60397808,2.054371937,26.30706505,1.193380373,4.86864654,1.750039572,3.120074875,-0.008048,2.925522216,1.040032224,3.310601848,0
16,16,7/14/2021 11:45,0.0386,7.210073575,0.27830884,8.142559474,12.67784887,2603,27,64.2266646,7.809202332,2.60397808,4.535289399,58.07621837,1.556985725,4.86864654,1.185985885,3.120074875,-0.008048,2.743100911,,3.310601848,0
24,24,7/14/2021 12:05,0.0386,7.02903,0.271320558,7.938101355,12.67784887,2603,27,62.61394527,7.809202332,2.60397808,4.739747518,60.69438742,1.597088309,4.86864654,1.121499961,3.120074875,-0.008048,2.572054511,,3.310601848,0
32,32,7/14/2021 12:15,0.0386,6.66694285,0.257343994,7.529185119,12.67784887,2603,27,59.38850663,7.809202332,2.60397808,5.148663755,65.93072552,1.683827489,4.86864654,0.978528576,3.120074875,-0.008048,2.411673729,,3.310601848,0
0,0,9/8/2020 19:39,0.0651,3.959432581,0.257759061,5.176216428,7.700241974,2604,27,67.22147753,1.741627843,1.292287402,2.524025546,144.9233575,1.487619786,5.958614131,,3.120074875,-0.008048,3.120074875,,3.310601848,0
8,8,9/8/2020 19:47,0.0651,2.836474516,0.184654491,3.708159108,7.700241974,2604,27,48.15639718,1.741627843,1.292287402,3.992082866,229.2156089,2.076567307,5.958614131,,3.120074875,-0.008048,2.925522216,,3.310601848,0
16,16,9/8/2020 19:55,0.0651,2.172599032,0.141436197,2.840266269,7.700241974,2604,27,36.88541579,1.741627843,1.292287402,4.859975705,279.0478876,2.711098624,5.958614131,,3.120074875,-0.008048,2.743100911,,3.310601848,0
26,26,9/8/2020 20:05,0.0651,3.594084516,0.233974902,4.69859227,7.700241974,2604,27,61.0187613,1.741627843,1.292287402,3.001649704,172.3473655,1.638840217,5.958614131,,3.120074875,-0.008048,2.524882684,,3.310601848,0
34,34,9/8/2020 20:14,0.0651,2.459680323,0.160125189,3.215571281,7.700241974,2604,27,41.75935369,1.741627843,1.292287402,4.484670693,257.4987941,2.394673077,5.958614131,,3.120074875,-0.008048,2.373166169,,3.310601848,0
44,44,9/8/2020 20:24,0.0651,3.285039032,0.213856041,4.294573189,7.700241974,2604,27,55.77192514,1.741627843,1.292287402,3.405668785,195.5451504,1.793016823,5.958614131,,3.120074875,-0.008048,2.189657196,,3.310601848,0
54,54,9/8/2020 20:34,0.0651,2.684271935,0.174746103,3.509182744,7.700241974,2604,27,45.57236976,1.741627843,1.292287402,4.19105923,240.6403438,2.194312048,5.958614131,,3.120074875,-0.008048,2.020338355,,3.310601848,0
0,0,9/8/2020 19:47,0.0367,14.32323033,0.525662553,15.82667741,15.82667741,2605,27,100,11.24369869,3.453360447,0,0,1,4.582978711,2.419807856,3.120074875,-0.008048,3.120074875,2.094776338,3.310601848,0
8,8,9/8/2020 19:55,0.0367,12.00150831,0.440455355,13.36346639,15.82667741,2605,27,84.43633523,11.24369869,3.453360447,2.463211015,21.90747977,1.184324258,4.582978711,2.17253195,3.120074875,-0.008048,2.925522216,1.767290098,3.310601848,0
16,16,9/8/2020 20:03,0.0367,11.73177392,0.430556103,13.06312194,15.82667741,2605,27,82.53862515,11.24369869,3.453360447,2.763555469,24.57870444,1.211553982,4.582978711,2.13772734,3.120074875,-0.008048,2.743100911,,3.310601848,0
24,24,9/8/2020 20:14,0.0594,6.484918687,0.38520417,8.263072002,15.82667741,2605,27,52.20977082,11.24369869,3.453360447,7.563605404,67.26972692,1.915350297,4.582978711,1.302938103,3.120074875,-0.008048,2.572054511,,3.310601848,0
32,32,9/8/2020 20:24,0.0594,6.382767172,0.37913637,8.132910721,15.82667741,2605,27,51.38735385,11.24369869,3.453360447,7.693766685,68.4273645,1.946004076,4.582978711,1.266928451,3.120074875,-0.008048,2.411673729,,3.310601848,0
42,42,9/8/2020 20:34,0.0594,6.152245253,0.365443368,7.839180097,15.82667741,2605,27,49.53143288,11.24369869,3.453360447,7.987497309,71.03976663,2.018919991,4.582978711,1.180561297,3.120074875,-0.008048,2.225187096,,3.310601848,0
52,52,9/8/2020 20:44,0.0594,6.152245253,0.365443368,7.839180097,15.82667741,2605,27,49.53143288,11.24369869,3.453360447,7.987497309,71.03976663,2.018919991,4.582978711,1.180561297,3.120074875,-0.008048,2.053120847,,3.310601848,0
0,,9/8/2020 19:47,0.0594,11.61854414,0.690141522,14.80432854,15.65313559,2606,27,94.57739922,6.02250167,1.625348416,0.848807052,14.09392805,1.057335059,9.630633921,1.64358706,3.120074875,-0.008048,3.120074875,,3.310601848,0
8,,9/8/2020 19:55,0.0594,8.615297845,0.511748692,10.97759738,15.65313559,2606,27,70.13034111,6.02250167,1.625348416,4.675538207,77.63448585,1.42591635,9.630633921,0.297852769,3.120074875,-0.008048,3.120074875,,3.310601848,0
16,,9/8/2020 20:03,0.0594,9.659226936,0.57375808,12.30777,15.65313559,2606,27,78.62814403,6.02250167,1.625348416,3.345365592,55.5477736,1.271809238,9.630633921,0.984747596,3.120074875,-0.008048,3.120074875,,3.310601848,0
24,,9/8/2020 20:14,0.0367,13.95522744,0.512156847,15.53889795,15.65313559,2606,27,99.27019324,6.02250167,1.625348416,0.114237641,1.896846982,1.007351721,9.630633921,1.776352054,3.120074875,-0.008048,3.120074875,,3.310601848,0
32,0,9/8/2020 20:24,0.0367,14.16617403,0.519898587,15.65313559,15.65313559,2606,27,100,6.02250167,1.625348416,0,0,1,9.630633921,1.795502733,3.120074875,-0.008048,3.120074875,1.065547212,3.310601848,0
42,10,9/8/2020 20:34,0.0367,13.54610207,0.497141946,15.08334411,15.65313559,2606,27,96.35988922,6.02250167,1.625348416,0.569791476,9.461043052,1.037776204,9.630633921,1.696112767,3.120074875,-0.008048,2.878809959,0.945422348,3.310601848,0
52,20,9/8/2020 20:44,0.0367,13.33682084,0.489461325,14.85031318,15.65313559,2606,27,94.87117195,6.02250167,1.625348416,0.802822409,13.33038085,1.054060975,9.630633921,1.652435955,3.120074875,-0.008048,2.656201248,,3.310601848,0
0,,9/8/2020 19:57,0.0398,9.349814573,0.37212262,10.64993742,10.69196062,2607,27,99.6069645,3.991816261,1.595780635,0.0420232,1.052733836,1.003945864,6.700144359,1.373663188,3.120074875,-0.008048,3.120074875,,3.310601848,0
8,0,9/8/2020 20:03,0.0398,9.474409548,0.3770815,10.69196062,10.69196062,2607,27,100,3.991816261,1.595780635,0,0,1,6.700144359,1.384246331,3.120074875,-0.008048,3.120074875,-0.137262475,3.310601848,0
16,11,9/8/2020 20:14,0.0398,7.761228643,0.3088969,8.840453325,10.69196062,2607,27,82.68318264,3.991816261,1.595780635,1.851507293,46.38257804,1.209435786,6.700144359,0.760950195,3.120074875,-0.008048,2.855734277,,3.310601848,0
26,21,9/8/2020 20:24,0.0398,7.043250101,0.280321354,8.022637476,10.69196062,2607,27,75.03429692,3.991816261,1.595780635,2.669323141,66.86988996,1.332723889,6.700144359,0.27951868,3.120074875,-0.008048,2.634909932,,3.310601848,0
36,31,9/8/2020 20:34,0.0398,6.438445327,0.256250124,7.333732585,10.69196062,2607,27,68.59109238,3.991816261,1.595780635,3.358228033,84.12782084,1.457915256,6.700144359,-0.456356021,3.120074875,-0.008048,2.431161192,,3.310601848,0
47,41,9/8/2020 20:44,0.0398,5.898533769,0.234761644,6.718744527,10.69196062,2607,27,62.83921881,3.991816261,1.595780635,3.97321609,99.53404241,1.591362877,6.700144359,-3.984584666,3.120074875,-0.008048,2.243167658,,3.310601848,0
0,,7/14/2021 11:47,0.0412,11.04033165,0.454861664,12.6978484,13.58227404,2608,27,93.48838319,5.256137288,1.631281643,0.884425639,16.82653231,1.069651614,8.326136752,1.475154614,3.120074875,-0.008048,3.120074875,,3.310601848,0
13,0,7/14/2021 11:56,0.0412,11.92788971,0.491429056,13.58227404,13.58227404,2608,27,100,5.256137288,1.631281643,0,0,1,8.326136752,1.659396401,3.120074875,-0.008048,3.120074875,0.75896414,3.310601848,0
19,7,7/14/2021 12:03,0.0412,10.36580777,0.42707128,11.92205631,13.58227404,2608,27,87.77658495,5.256137288,1.631281643,1.66021773,31.58627027,1.139255988,8.326136752,1.279799747,3.120074875,-0.008048,2.949161817,-0.435783488,3.310601848,0
29,17,7/14/2021 12:13,0.0412,10.22058019,0.421087904,11.7550253,13.58227404,2608,27,86.54681286,5.256137288,1.631281643,1.827248744,34.7640985,1.15544405,8.326136752,1.23223617,3.120074875,-0.008048,2.721113033,,3.310601848,0
39,27,7/14/2021 12:23,0.0412,10.17503845,0.419211584,11.70264624,13.58227404,2608,27,86.16117013,5.256137288,1.631281643,1.879627796,35.76062979,1.160615622,8.326136752,1.21684248,3.120074875,-0.008048,2.510698497,,3.310601848,0
49,37,7/14/2021 12:33,0.0412,10.07130447,0.414937744,11.58333838,13.58227404,2608,27,85.28276155,5.256137288,1.631281643,1.998935657,38.03050697,1.17256991,8.326136752,1.18086843,3.120074875,-0.008048,2.31655461,,3.310601848,0
59,47,7/14/2021 12:43,0.0412,9.725693204,0.40069856,11.1858395,13.58227404,2608,27,82.3561612,5.256137288,1.631281643,2.396434537,45.5930735,1.214238238,8.326136752,1.050717685,3.120074875,-0.008048,2.137423218,,3.310601848,0
0,0,7/14/2021 11:56,0.0243,14.4318663,0.350694351,14.32569583,14.32569583,2610,27,100,10.88929283,4.168805541,0,0,1,3.436402991,2.387779998,3.120074875,-0.008048,3.120074875,2.050169511,3.310601848,0
8,8,7/14/2021 12:03,0.0243,9.517977037,0.231286842,9.442591608,14.32569583,2610,27,65.91366815,10.88929283,4.168805541,4.883104219,44.84317114,1.517136018,3.436402991,1.792790374,3.120074875,-0.008048,2.925522216,1.125145938,3.310601848,0
18,18,7/14/2021 12:13,0.0243,7.384724444,0.179448804,7.326235059,14.32569583,2610,27,51.14051804,10.88929283,4.168805541,6.999460768,64.27837765,1.955396696,3.436402991,1.358365987,3.120074875,-0.008048,2.699301403,,3.310601848,0
28,28,7/14/2021 12:23,0.0243,7.297171852,0.177321276,7.239375912,14.32569583,2610,27,50.53420092,10.88929283,4.168805541,7.086319915,65.07603411,1.978857847,3.436402991,1.335783108,3.120074875,-0.008048,2.490573487,,3.310601848,0
38,38,7/14/2021 12:33,0.0243,7.136378148,0.173413989,7.079855746,14.32569583,2610,27,49.42067618,10.88929283,4.168805541,7.245840082,66.54096088,2.023444593,3.436402991,1.292931791,3.120074875,-0.008048,2.2979858,,3.310601848,0
48,48,7/14/2021 12:43,0.0243,7.152373333,0.173802672,7.095724244,14.32569583,2610,27,49.53144566,10.88929283,4.168805541,7.229971584,66.39523518,2.01891947,3.436402991,1.29727768,3.120074875,-0.008048,2.120290272,,3.310601848,0
