min_start,min_start_real,temp,DateTime_start,bw,mo2,mo2_unscaled,ID,mo2_scaled,mmr,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,ln_mo2_minus_rmr,B,beta,Bebt,ln_mo2_minus_Bebt,A,alpha
12.5,32.5,26,7/27/2022 11:16,0.0119,7.800246723,0.092822936,H05,6.33633728,12.89253441,0.491473366,8.296969978,2.791574572,6.556197131,79.01917384,2.034698256,4.618373637,0.541139661,3.175950635,-0.011845,2.161158672,,4.569482683,-0.12934
6.5,42.5,26,7/27/2022 11:26,0.0119,7.409884286,0.088177623,H05,6.01923602,12.89253441,0.466877639,8.296969978,2.791574572,6.87329839,82.84106618,2.141888832,4.618373637,0.337088035,3.175950635,-0.011845,1.919749099,,4.569482683,-0.12934
16.5,52.5,26,7/27/2022 11:36,0.0119,7.26984395,0.086511143,H05,5.905477721,12.89253441,0.458054059,8.296969978,2.791574572,6.98705669,84.21214863,2.183148429,4.618373637,0.252394799,3.175950635,-0.011845,1.705305886,,4.569482683,-0.12934
0.5,0,26,7/27/2022 10:45,0.0079,12.54300633,0.09908975,H06,9.084771837,14.64152549,0.62047987,10.20159945,3.287610367,5.556753656,54.46943573,1.611655829,4.453546454,1.532821495,3.175950635,-0.011845,3.175950635,0.375194713,4.569482683,-0.12934
12.5,32.5,26,7/27/2022 11:16,0.0079,18.67191532,0.147508131,H06,13.52387824,14.64152549,0.923665929,10.20159945,3.287610367,1.117647249,10.95560803,1.082642511,4.453546454,2.205008844,3.175950635,-0.011845,2.161158672,1.932849966,4.569482683,-0.12934
6.5,42.5,26,7/27/2022 11:26,0.0079,19.75457481,0.156061141,H06,14.64152549,14.64152549,1,10.20159945,3.287610367,0,0,1,4.453546454,2.321208499,3.175950635,-0.011845,1.919749099,2.112420452,4.569482683,-0.12934
16.5,52.5,26,7/27/2022 11:36,0.0079,19.10761975,0.150950196,H06,13.83945453,14.64152549,0.94521944,10.20159945,3.287610367,0.802070964,7.862207958,1.057955388,4.453546454,2.239209424,3.175950635,-0.011845,1.705305886,2.038697954,4.569482683,-0.12934
9.5,0,26,7/27/2022 10:54,0.0089,13.39088685,0.119178893,H07,10.23732144,10.23732144,1,6.60828245,2.803690912,0,0,1,3.651373051,1.884938347,3.175950635,-0.011845,3.175950635,1.226711633,4.569482683,-0.12934
16,8,26,7/27/2022 11:00,0.0089,11.84623528,0.105431494,H07,8.87128136,10.23732144,0.866562744,6.60828245,2.803690912,1.366040083,20.67163584,1.153984529,3.651373051,1.652479836,3.175950635,-0.011845,2.888816782,0.846336625,4.569482683,-0.12934
4.5,16.5,26,7/27/2022 11:08,0.0089,10.44925146,0.092998338,H07,7.82512313,10.23732144,0.764372124,6.60828245,2.803690912,2.412198313,36.5026515,1.308263304,3.651373051,1.428814931,3.175950635,-0.011845,2.612126133,0.445726271,4.569482683,-0.12934
12.5,24.5,26,7/27/2022 11:16,0.0089,8.599888652,0.076539009,H07,6.440192186,10.23732144,0.629089574,6.60828245,2.803690912,3.797129257,57.46015376,1.589598749,3.651373051,1.025618257,3.175950635,-0.011845,2.375966971,-0.884665705,4.569482683,-0.12934
6.5,34.5,26,7/27/2022 11:26,0.0089,7.704506404,0.068570107,H07,5.769667952,10.23732144,0.563591559,6.60828245,2.803690912,4.467653491,67.60687856,1.774334593,3.651373051,0.750611473,3.175950635,-0.011845,2.110562501,-4.862335956,4.569482683,-0.12934
16.5,44.5,26,7/27/2022 11:36,0.0089,7.432610225,0.066150231,H07,5.566053263,10.23732144,0.543702109,6.60828245,2.803690912,4.67126818,70.68808295,1.83924245,3.651373051,0.649550618,3.175950635,-0.011845,1.874804711,-3.22199316,4.569482683,-0.12934
1.69,0,26,7/27/2022 11:02,0.0094,17.4429134,0.163963386,H09,13.5259527,13.5259527,1,8.177279703,2.528842706,0,0,1,5.348672998,2.101359541,3.175950635,-0.011845,3.175950635,1.609703691,4.569482683,-0.12934
8,8,26,7/27/2022 11:08,0.0094,12.12250511,0.113951548,H09,9.218175503,13.5259527,0.68151765,8.177279703,2.528842706,4.307777198,52.67983186,1.467313428,5.348672998,1.353125947,3.175950635,-0.011845,2.888816782,-0.019503234,4.569482683,-0.12934
4.5,16.5,26,7/27/2022 11:17,0.0094,10.96493596,0.103070398,H09,8.337938664,13.5259527,0.616440028,8.177279703,2.528842706,5.188014037,63.44425317,1.622217822,5.348672998,1.095027761,3.175950635,-0.011845,2.612126133,-0.975140046,4.569482683,-0.12934
13.5,25.5,26,7/27/2022 11:27,0.0094,10.06313447,0.094593464,H09,7.652192251,13.5259527,0.565741462,8.177279703,2.528842706,5.87376045,71.83024996,1.767591856,5.348672998,0.834438064,3.175950635,-0.011845,2.347989665,,4.569482683,-0.12934
22.5,34.5,26,7/27/2022 11:36,0.0094,10.37181957,0.097495104,H09,7.886922074,13.5259527,0.583095494,8.177279703,2.528842706,5.639030627,68.95973761,1.714984955,5.348672998,0.931474503,3.175950635,-0.011845,2.110562501,-0.849364653,4.569482683,-0.12934
1.49,0,26,7/27/2022 11:02,0.0075,14.291648,0.10718736,H10,10.45042222,10.45042222,1,5.818011269,2.25593591,0,0,1,4.632410953,1.760958497,3.175950635,-0.011845,3.175950635,0.971559155,4.569482683,-0.12934
8,8,26,7/27/2022 11:08,0.0075,11.950392,0.08962794,H10,8.53053173,10.45042222,0.816285845,5.818011269,2.25593591,1.919890492,32.99908514,1.225061057,4.632410953,1.360494585,3.175950635,-0.011845,2.888816782,0.00926098,4.569482683,-0.12934
4.5,16.5,26,7/27/2022 11:17,0.0075,9.978078,0.074835585,H10,7.122637565,10.45042222,0.681564574,5.818011269,2.25593591,3.327784656,57.19797543,1.467212409,4.632410953,0.912373715,3.175950635,-0.011845,2.612126133,,4.569482683,-0.12934
13.5,25.5,26,7/27/2022 11:27,0.0075,9.989174,0.074918805,H10,7.130558208,10.45042222,0.682322499,5.818011269,2.25593591,3.319864014,57.0618354,1.465582626,4.632410953,0.915549359,3.175950635,-0.011845,2.347989665,-1.896069931,4.569482683,-0.12934
22.5,34.5,26,7/27/2022 11:36,0.0075,9.609136,0.07206852,H10,6.85927621,10.45042222,0.656363548,5.818011269,2.25593591,3.591146012,61.72463142,1.523545911,4.632410953,0.800594882,3.175950635,-0.011845,2.110562501,-2.15155852,4.569482683,-0.12934
9.69,0,26,7/27/2022 11:10,0.0118,13.60893153,0.160585392,H11,11.1956406,11.1956406,1,6.556843493,2.413479256,0,0,1,4.63879711,1.880509312,3.175950635,-0.011845,3.175950635,1.218139833,4.569482683,-0.12934
4.5,16.5,26,7/27/2022 11:17,0.0118,12.50483729,0.14755708,H11,10.13402111,11.1956406,0.905175637,6.556843493,2.413479256,1.061619492,16.19101467,1.104757971,4.63879711,1.703879351,3.175950635,-0.011845,2.612126133,1.058865364,4.569482683,-0.12934
13.5,25.5,26,7/27/2022 11:27,0.0118,10.23315458,0.120751224,H11,8.293031099,11.1956406,0.740737524,6.556843493,2.413479256,2.902609505,44.26839695,1.350005862,4.63879711,1.295886492,3.175950635,-0.011845,2.347989665,0.267156092,4.569482683,-0.12934
22.5,34.5,26,7/27/2022 11:36,0.0118,9.628195593,0.113612708,H11,7.802767454,11.1956406,0.696946939,6.556843493,2.413479256,3.392873149,51.74552592,1.434829458,4.63879711,1.151827677,3.175950635,-0.011845,2.110562501,0.052030474,4.569482683,-0.12934
0.88,0,22,7/28/2022 9:09,0.0484,9.564932231,0.46294272,I01,11.35735731,11.35735731,1,7.770368935,3.166265437,0,0,1,3.586988373,2.050317645,3.175950635,-0.011845,3.175950635,1.524842154,4.569482683,-0.12934
8,8,22,7/28/2022 9:17,0.0484,6.981726942,0.337915584,I01,8.400330211,11.35735731,0.739637751,7.770368935,3.166265437,2.957027097,38.05516986,1.352013198,3.586988373,1.571391612,3.175950635,-0.011845,2.888816782,0.654679214,4.569482683,-0.12934
16,16,22,7/28/2022 9:25,0.0484,5.413111736,0.261994608,I01,6.512991188,11.35735731,0.573460094,7.770368935,3.166265437,4.84436612,62.34409409,1.743800503,3.586988373,1.073637265,3.175950635,-0.011845,2.627642352,-1.209452916,4.569482683,-0.12934
24,24,22,7/28/2022 9:33,0.0484,4.877610248,0.236076336,I01,5.868682214,11.35735731,0.516729557,7.770368935,3.166265437,5.488675095,70.63596517,1.935248305,3.586988373,0.82491808,3.175950635,-0.011845,2.390080387,,4.569482683,-0.12934
4.5,32.5,22,7/28/2022 9:41,0.0484,4.660799504,0.225582696,I01,5.607818124,11.35735731,0.493760826,7.770368935,3.166265437,5.749539184,73.99312995,2.02527205,3.586988373,0.703508195,3.175950635,-0.011845,2.161158672,,4.569482683,-0.12934
12.5,40.5,22,7/28/2022 9:49,0.0484,4.604807603,0.222872688,I01,5.54044934,11.35735731,0.487829095,7.770368935,3.166265437,5.816907968,74.86012591,2.049898233,3.586988373,0.669602654,3.175950635,-0.011845,1.965770932,,4.569482683,-0.12934
20.5,48.5,22,7/28/2022 9:57,0.0484,4.313481322,0.208772496,I01,5.189929049,11.35735731,0.456966256,7.770368935,3.166265437,6.167428259,79.37111237,2.18834539,3.586988373,0.471839865,3.175950635,-0.011845,1.788047961,,4.569482683,-0.12934
7,58.5,22,7/28/2022 10:07,0.0484,4.389680826,0.212460552,I01,5.281611379,11.35735731,0.465038762,7.770368935,3.166265437,6.075745929,78.19121563,2.150358384,3.586988373,0.527460301,3.175950635,-0.011845,1.588316262,-2.241426546,4.569482683,-0.12934
17,68.5,22,7/28/2022 10:17,0.0484,4.382944959,0.212134536,I01,5.273506864,11.35735731,0.46432517,7.770368935,3.166265437,6.083850444,78.29551589,2.153663132,3.586988373,0.52266634,3.175950635,-0.011845,1.410895346,-1.288720763,4.569482683,-0.12934
1.22,0,22,7/28/2022 9:10,0.0167,12.93648413,0.216039285,I02,11.6481818,11.6481818,1,8.11530396,3.297080263,0,0,1,3.532877841,2.093751657,3.175950635,-0.011845,3.175950635,1.597234417,4.569482683,-0.12934
8,8,22,7/28/2022 9:17,0.0167,8.379158024,0.139931939,I02,7.48406913,11.6481818,0.642509643,8.11530396,3.297080263,4.164112671,51.31185094,1.556396874,3.532877841,1.374017126,3.175950635,-0.011845,2.888816782,0.060506505,4.569482683,-0.12934
16,16,22,7/28/2022 9:25,0.0167,6.307080479,0.105328244,I02,5.633337643,11.6481818,0.483623774,8.11530396,3.297080263,6.014844158,74.11729971,2.067722998,3.532877841,0.742156274,3.175950635,-0.011845,2.627642352,,4.569482683,-0.12934
24,24,22,7/28/2022 9:33,0.0167,5.524295629,0.092255737,I02,4.934172415,11.6481818,0.423600224,8.11530396,3.297080263,6.714009387,82.73269147,2.360716412,3.532877841,0.337396505,3.175950635,-0.011845,2.390080387,,4.569482683,-0.12934
4.5,32.5,22,7/28/2022 9:41,0.0167,5.178327126,0.086478063,I02,4.625161392,11.6481818,0.397071532,8.11530396,3.297080263,7.02302041,86.54044808,2.518437912,3.532877841,0.088270506,3.175950635,-0.011845,2.161158672,,4.569482683,-0.12934
12.5,40.5,22,7/28/2022 9:49,0.0167,4.69422012,0.078393476,I02,4.19276827,11.6481818,0.359950449,8.11530396,3.297080263,7.455413532,91.86856794,2.778160168,3.532877841,-0.415681474,3.175950635,-0.011845,1.965770932,,4.569482683,-0.12934
20.5,48.5,22,7/28/2022 9:57,0.0167,4.085664012,0.068230589,I02,3.649220103,11.6481818,0.313286671,8.11530396,3.297080263,7.998961698,98.56638443,3.191964713,3.532877841,-2.151218898,3.175950635,-0.011845,1.788047961,,4.569482683,-0.12934
7,58.5,22,7/28/2022 10:07,0.0167,4.324606287,0.072220925,I02,3.862637788,11.6481818,0.331608645,8.11530396,3.297080263,7.785544014,95.93656691,3.015602922,3.532877841,-1.109390323,3.175950635,-0.011845,1.588316262,,4.569482683,-0.12934
17,68.5,22,7/28/2022 10:17,0.0167,4.609594731,0.076980232,I02,4.11718284,11.6481818,0.353461417,8.11530396,3.297080263,7.530998962,92.79996164,2.829163108,3.532877841,-0.537332174,3.175950635,-0.011845,1.410895346,,4.569482683,-0.12934
8.8,0,22,7/28/2022 9:17,0.0264,13.64050508,0.360109334,I03,13.83512446,13.83512446,1,9.696055692,3.342569367,0,0,1,4.139068764,2.271719174,3.175950635,-0.011845,3.175950635,1.87489049,4.569482683,-0.12934
16,8,22,7/28/2022 9:25,0.0264,9.312951515,0.24586192,I03,9.456125752,13.83512446,0.683486859,9.696055692,3.342569367,4.378998703,45.16268102,1.463085922,4.139068764,1.670919953,3.175950635,-0.011845,2.888816782,0.8871668,4.569482683,-0.12934
24,16,22,7/28/2022 9:33,0.0264,7.865225076,0.207641942,I03,7.986142445,13.83512446,0.577236762,9.696055692,3.342569367,5.84898201,60.32331286,1.732391396,4.139068764,1.347312776,3.175950635,-0.011845,2.627642352,0.198384626,4.569482683,-0.12934
4.5,24,22,7/28/2022 9:41,0.0264,6.847988258,0.18078689,I03,6.953266965,13.83512446,0.502580731,9.696055692,3.342569367,6.881857491,70.97584533,1.989730084,4.139068764,1.03467739,3.175950635,-0.011845,2.390080387,-0.857743999,4.569482683,-0.12934
12.5,32,22,7/28/2022 9:49,0.0264,6.43078053,0.169772606,I03,6.529645224,13.83512446,0.471961437,9.696055692,3.342569367,7.305479232,75.34485634,2.118817177,4.139068764,0.871534534,3.175950635,-0.011845,2.173996112,-1.529793675,4.569482683,-0.12934
20.5,40,22,7/28/2022 9:57,0.0264,6.139360152,0.162079108,I03,6.233744644,13.83512446,0.450573803,9.696055692,3.342569367,7.601379811,78.39661872,2.219392235,4.139068764,0.73939883,3.175950635,-0.011845,1.977447754,-2.143633446,4.569482683,-0.12934
7,50,22,7/28/2022 10:07,0.0264,6.031542424,0.15923272,I03,6.124269363,13.83512446,0.442660952,9.696055692,3.342569367,7.710855093,79.52568898,2.259065309,4.139068764,0.685719966,3.175950635,-0.011845,1.756559384,-1.475601249,4.569482683,-0.12934
17,60,22,7/28/2022 10:17,0.0264,6.479220379,0.171051418,I03,6.57882977,13.83512446,0.475516486,9.696055692,3.342569367,7.256294685,74.83759289,2.102976509,4.139068764,0.891900086,3.175950635,-0.011845,1.560345077,-0.128497309,4.569482683,-0.12934
10,0,22,7/28/2022 9:19,0.0192,14.1176601,0.271059074,I04,13.18125127,13.18125127,1,7.579117211,2.352898224,0,0,1,5.602134056,2.02539673,3.175950635,-0.011845,3.175950635,1.482323959,4.569482683,-0.12934
16,8,22,7/28/2022 9:25,0.0192,10.18128719,0.195480714,I04,9.455920876,13.18125127,0.717376574,7.579117211,2.352898224,3.725330391,49.15256339,1.393968017,5.602134056,1.349056255,3.175950635,-0.011845,2.888816782,-0.035658226,4.569482683,-0.12934
24,16,22,7/28/2022 9:33,0.0192,8.93839375,0.17161716,I04,8.301577444,13.18125127,0.629801927,7.579117211,2.352898224,4.879673824,64.38314237,1.587800796,5.602134056,0.993045599,3.175950635,-0.011845,2.627642352,-2.633856373,4.569482683,-0.12934
4.5,24,22,7/28/2022 9:41,0.0192,8.203314167,0.157503632,I04,7.618868642,13.18125127,0.578007997,7.579117211,2.352898224,5.562382626,73.39090386,1.73007987,5.602134056,0.701479662,3.175950635,-0.011845,2.390080387,,4.569482683,-0.12934
12.5,32,22,7/28/2022 9:49,0.0192,7.453011042,0.143097812,I04,6.9220209,13.18125127,0.525141412,7.579117211,2.352898224,6.259230368,82.58521663,1.904248985,5.602134056,0.277546009,3.175950635,-0.011845,2.173996112,,4.569482683,-0.12934
20.5,40,22,7/28/2022 9:57,0.0192,7.022402292,0.134830124,I04,6.522090892,13.18125127,0.494800589,7.579117211,2.352898224,6.659160376,87.86195266,2.021016188,5.602134056,-0.083428527,3.175950635,-0.011845,1.977447754,,4.569482683,-0.12934
7,50,22,7/28/2022 10:07,0.0192,7.112656146,0.136562998,I04,6.605914606,13.18125127,0.501159903,7.579117211,2.352898224,6.575336662,86.75597011,1.995371127,5.602134056,0.003773422,3.175950635,-0.011845,1.756559384,,4.569482683,-0.12934
17,60,22,7/28/2022 10:17,0.0192,7.073509896,0.13581139,I04,6.569557332,13.18125127,0.498401646,7.579117211,2.352898224,6.611693935,87.23567338,2.006413919,5.602134056,-0.033119159,3.175950635,-0.011845,1.560345077,,4.569482683,-0.12934
0.27,0,22,7/28/2022 9:25,0.0244,13.80513148,0.336845208,I05,13.71821167,13.71821167,1,10.08775871,3.77865016,0,0,1,3.630452963,2.31132268,3.175950635,-0.011845,3.175950635,1.933231264,4.569482683,-0.12934
8,8,22,7/28/2022 9:33,0.0244,8.694822787,0.212153676,I05,8.635881688,13.71821167,0.629519495,10.08775871,3.77865016,5.082329982,50.38116125,1.588513155,3.630452963,1.610523068,3.175950635,-0.011845,2.888816782,0.749816671,4.569482683,-0.12934
16,16,22,7/28/2022 9:41,0.0244,7.548355328,0.18417987,I05,7.497185986,13.71821167,0.546513362,10.08775871,3.77865016,6.221025684,61.66905715,1.829781427,3.630452963,1.35240997,3.175950635,-0.011845,2.627642352,0.214377781,4.569482683,-0.12934
24,24,22,7/28/2022 9:49,0.0244,6.552939836,0.159891732,I05,6.508518289,13.71821167,0.474443641,10.08775871,3.77865016,7.20969338,71.46972472,2.107731908,3.630452963,1.057118307,3.175950635,-0.011845,2.390080387,-0.717470736,4.569482683,-0.12934
4.5,32.5,22,7/28/2022 9:57,0.0244,5.431930574,0.132539106,I05,5.395108206,13.71821167,0.393280723,10.08775871,3.77865016,8.323103463,82.50696416,2.542712981,3.630452963,0.567955342,3.175950635,-0.011845,2.161158672,,4.569482683,-0.12934
7,43,22,7/28/2022 10:08,0.0244,6.00728582,0.146577774,I05,5.966563192,13.71821167,0.434937391,10.08775871,3.77865016,7.751648478,76.84212817,2.299181493,3.630452963,0.848487251,3.175950635,-0.011845,1.908412988,-0.849339713,4.569482683,-0.12934
17,53,22,7/28/2022 10:18,0.0244,5.069575574,0.123697644,I05,5.035209565,13.71821167,0.367045624,10.08775871,3.77865016,8.683002105,86.0746411,2.724456945,3.630452963,0.339864051,3.175950635,-0.011845,1.695236061,,4.569482683,-0.12934
27,63,22,7/28/2022 10:28,0.0244,6.076022951,0.14825496,I05,6.034834363,13.71821167,0.439914072,10.08775871,3.77865016,7.683377307,76.16535573,2.2731712,3.630452963,0.877292656,3.175950635,-0.011845,1.505871801,-0.107017889,4.569482683,-0.12934
8.97,0,22,7/28/2022 9:34,0.0085,16.61590412,0.141235185,I07,12.55187183,12.55187183,1,8.794762484,3.340832188,0,0,1,3.757109344,2.174156372,3.175950635,-0.011845,3.175950635,1.726120227,4.569482683,-0.12934
16,8,22,7/28/2022 9:41,0.0085,11.06335941,0.094038555,I07,8.179017138,12.55187183,0.651617324,8.794762484,3.340832188,4.372854691,49.72112321,1.534643053,3.757109344,1.486571231,3.175950635,-0.011845,2.888816782,0.427285967,4.569482683,-0.12934
24,16,22,7/28/2022 9:49,0.0085,9.534077647,0.08103966,I07,7.048436335,12.55187183,0.561544639,8.794762484,3.340832188,5.503435493,62.57628336,1.780802327,3.757109344,1.191290824,3.175950635,-0.011845,2.627642352,-0.409948183,4.569482683,-0.12934
4.5,24.5,22,7/28/2022 9:57,0.0085,5.825017059,0.049512645,I07,4.306369573,12.55187183,0.343085847,8.794762484,3.340832188,8.245502255,93.75468945,2.914722394,3.757109344,-0.599182944,3.175950635,-0.011845,2.375966971,,4.569482683,-0.12934
7,43,22,7/28/2022 10:08,0.0085,6.350324118,0.053977755,I07,4.694723172,12.55187183,0.374025742,8.794762484,3.340832188,7.857148657,89.33895225,2.673612771,3.757109344,-0.064417112,3.175950635,-0.011845,1.908412988,,4.569482683,-0.12934
17,53,22,7/28/2022 10:18,0.0085,8.647928824,0.073507395,I07,6.39331648,12.55187183,0.509351638,8.794762484,3.340832188,6.158555348,70.02526059,1.963280227,3.757109344,0.969341193,3.175950635,-0.011845,1.695236061,-0.060842878,4.569482683,-0.12934
27,63,22,7/28/2022 10:28,0.0085,9.151143529,0.07778472,I07,6.76533745,12.55187183,0.538990323,8.794762484,3.340832188,5.786534378,65.79523197,1.85532088,3.757109344,1.101351236,3.175950635,-0.011845,1.505871801,0.407034746,4.569482683,-0.12934
0.18,0,22,7/28/2022 9:41,0.0061,18.19305148,0.110977614,I09,12.6074398,12.6074398,1,9.122669322,3.617868055,0,0,1,3.48477048,2.21076245,3.175950635,-0.011845,3.175950635,1.782839586,4.569482683,-0.12934
8,8,22,7/28/2022 9:49,0.0061,11.85985492,0.072345115,I09,7.990032166,12.6074398,0.63375533,9.122669322,3.617868055,4.617407636,50.61465534,1.577896001,3.48477048,1.505245977,3.175950635,-0.011845,2.888816782,0.480229235,4.569482683,-0.12934
16,16,22,7/28/2022 9:57,0.0061,9.634217869,0.058768729,I09,6.490611496,12.6074398,0.514823913,9.122669322,3.617868055,6.116828306,67.05086077,1.942411714,3.48477048,1.100557401,3.175950635,-0.011845,2.627642352,-0.972335655,4.569482683,-0.12934
4.5,24.5,22,7/28/2022 10:08,0.0064,8.17916125,0.052346632,I09,5.584907192,12.6074398,0.442985037,9.122669322,3.617868055,7.02253261,76.97892318,2.257412588,3.48477048,0.742002444,3.175950635,-0.011845,2.375966971,,4.569482683,-0.12934
13.5,33.5,22,7/28/2022 10:18,0.0064,9.21696125,0.058988552,I09,6.29353935,12.6074398,0.499192497,9.122669322,3.617868055,6.313900452,69.21110729,2.003235238,3.48477048,1.032746263,3.175950635,-0.011845,2.13571076,-0.395923609,4.569482683,-0.12934
22.5,42.5,22,7/28/2022 10:27,0.0064,9.0937225,0.058199824,I09,6.209389281,12.6074398,0.492517861,9.122669322,3.617868055,6.398050521,70.13353543,2.03038322,3.48477048,1.002328529,3.175950635,-0.011845,1.919749099,-0.217074876,4.569482683,-0.12934
31.5,51.5,22,7/28/2022 10:37,0.0064,9.012644375,0.057680924,I09,6.154027394,12.6074398,0.488126653,9.122669322,3.617868055,6.453412408,70.74039604,2.048648632,3.48477048,0.981800124,3.175950635,-0.011845,1.725625339,-0.058019469,4.569482683,-0.12934
0.51,0,22,7/28/2022 9:41,0.0091,15.99610747,0.145564578,I10,12.2998743,12.2998743,1,9.143837685,3.897253361,0,0,1,3.156036614,2.213080175,3.175950635,-0.011845,3.175950635,1.786392937,4.569482683,-0.12934
8,8,22,7/28/2022 9:49,0.0091,10.19117901,0.092739729,I10,7.679497752,12.2998743,0.624355791,9.143837685,3.897253361,4.620376547,50.52994931,1.601650876,3.156036614,1.509277439,3.175950635,-0.011845,2.888816782,0.491425262,4.569482683,-0.12934
16,16,22,7/28/2022 9:57,0.0091,8.726810989,0.07941398,I10,6.576032596,12.2998743,0.53464226,9.143837685,3.897253361,5.723841703,62.59780521,1.87040957,3.156036614,1.229639376,3.175950635,-0.011845,2.627642352,-0.232747484,4.569482683,-0.12934
4.5,24.5,22,7/28/2022 10:08,0.0091,7.257873956,0.066046653,I10,5.469124492,12.2998743,0.444648812,9.143837685,3.897253361,6.830749807,74.70331433,2.248965866,3.156036614,0.838583376,3.175950635,-0.011845,2.375966971,,4.569482683,-0.12934
13.5,33.5,22,7/28/2022 10:18,0.0091,8.173960659,0.074383042,I10,6.159435767,12.2998743,0.500772253,9.143837685,3.897253361,6.140438532,67.15384441,1.996915751,3.156036614,1.099744698,3.175950635,-0.011845,2.13571076,-0.141922623,4.569482683,-0.12934
22.5,42.5,22,7/28/2022 10:27,0.0091,7.470332967,0.06798003,I10,5.62922162,12.2998743,0.457664971,9.143837685,3.897253361,6.670652679,72.95243976,2.185004452,3.156036614,0.905506796,3.175950635,-0.011845,1.919749099,-0.59160933,4.569482683,-0.12934
31.5,51.5,22,7/28/2022 10:37,0.0091,6.883215055,0.062637257,I10,5.186802673,12.2998743,0.421695584,9.143837685,3.897253361,7.113071626,77.79087808,2.371378877,3.156036614,0.708413091,3.175950635,-0.011845,1.725625339,-1.186982231,4.569482683,-0.12934
8.7,0,22,7/28/2022 9:50,0.009,17.32961778,0.15596656,I11,13.28702139,13.28702139,1,9.238812221,3.282197344,0,0,1,4.048209171,2.22341333,3.175950635,-0.011845,3.175950635,1.802181897,4.569482683,-0.12934
16,8,22,7/28/2022 9:57,0.009,13.42096,0.12078864,I11,10.08203689,13.28702139,0.758788339,9.238812221,3.282197344,3.204984502,34.69043882,1.317890575,4.048209171,1.797381589,3.175950635,-0.011845,2.888816782,1.145817368,4.569482683,-0.12934
4.5,16.5,22,7/28/2022 10:08,0.009,8.444831111,0.07600348,I11,6.343890362,13.28702139,0.47745015,9.238812221,3.282197344,6.94313103,75.15177128,2.094459493,4.048209171,0.831029615,3.175950635,-0.011845,2.612126133,,4.569482683,-0.12934
13.5,25.5,22,7/28/2022 10:18,0.009,9.917524444,0.08925772,I11,7.450200828,13.28702139,0.560712639,9.238812221,3.282197344,5.836820564,63.17717499,1.783444728,4.048209171,1.224361042,3.175950635,-0.011845,2.347989665,0.052594341,4.569482683,-0.12934
22.5,34.5,22,7/28/2022 10:27,0.009,8.319791111,0.07487812,I11,6.249958342,13.28702139,0.470380694,9.238812221,3.282197344,7.03706305,76.16848229,2.125937592,4.048209171,0.789252122,3.175950635,-0.011845,2.110562501,-2.394846552,4.569482683,-0.12934
31.5,43.5,22,7/28/2022 10:37,0.009,8.361471111,0.07525324,I11,6.281269015,13.28702139,0.472737179,9.238812221,3.282197344,7.005752377,75.82957862,2.115340285,4.048209171,0.803372772,3.175950635,-0.011845,1.897143815,-1.090894065,4.569482683,-0.12934
